exam_category,exam_type,quiz_id,en_quiz_title,most_vote,correct,en_A,en_B,en_C,en_D,en_E,en_F,ko_quiz_title,ko_A,ko_B,ko_C,ko_D,ko_E,subject,choice_count,ko_F
udemy,CLF-01,136,Which of the following are recommended best practices for AWS Identity and Access Management (AWS IAM) service? (Select two),CE,CE,Share AWS account root user access keys with other administrators,Grant maximum privileges to avoid assigning privileges again,Rotate credentials regularly,Create a minimum number of accounts and share these account credentials among employees,Enable multi-factor authentication (MFA) for all users,,다음 중 AWS Identity and Access Management(AWS IAM) 서비스에 권장되는 모범 사례는 무엇입니까? (2개 선택),다른 관리자와 AWS 계정 루트 사용자 액세스 키 공유,권한을 다시 할당하지 않으려면 최대 권한을 부여하세요.,자격 증명을 정기적으로 교체,최소 수의 계정을 생성하고 직원 간에 이러한 계정 자격 증명을 공유합니다.,모든 사용자에 대해 다단계 인증(MFA) 활성화,0,,
udemy,CLF-01,137,"An organization maintains separate Amazon Virtual Private Clouds (Amazon VPC) for each of its departments. With expanding business, the organization now wants to connect all Amazon Virtual Private Clouds (Amazon VPC) for better departmental collaboration. Which AWS service will help the organization tackle the issue effectively?",A,A,AWS Transit Gateway,VPC peering connection,AWS Direct Connect,AWS Site-to-Site VPN,,,조직은 부서별로 별도의 Amazon Virtual Private Cloud(Amazon VPC)를 유지 관리합니다. 비즈니스가 확장됨에 따라 이제 조직은 더 나은 부서 협업을 위해 모든 Amazon Virtual Private Cloud(Amazon VPC)를 연결하려고 합니다. 조직이 문제를 효과적으로 해결하는 데 도움이 되는 AWS 서비스는 무엇입니까?,AWS 전송 게이트웨이,VPC 피어링 연결,AWS 다이렉트 커넥트,AWS 사이트 간 VPN,,0,,
udemy,CLF-01,138,Which of the following statements are true about Cost Allocation Tags in AWS Billing? (Select two),BC,BC,"For each resource, each tag key must be unique, but can have multiple values","For each resource, each tag key must be unique, and each tag key can have only one value",You must activate both AWS generated tags and user-defined tags separately before they can appear in Cost Explorer or on a cost allocation report,Tags help in organizing resources and are a mandatory configuration item to run reports,Only user-defined tags need to be activated before they can appear in Cost Explorer or on a cost allocation report,,다음 중 AWS Billing의 비용 할당 태그에 대한 설명으로 옳은 것은 무엇입니까? (2개 선택),각 리소스에 대해 각 태그 키는 고유해야 하지만 여러 값을 가질 수 있습니다.,각 리소스에 대해 각 태그 키는 고유해야 하며 각 태그 키는 하나의 값만 가질 수 있습니다.,비용 탐색기 또는 비용 할당 보고서에 표시되려면 AWS 생성 태그와 사용자 정의 태그를 별도로 활성화해야 합니다.,태그는 리소스 구성에 도움이 되며 보고서를 실행하기 위한 필수 구성 항목입니다.,비용 탐색기 또는 비용 할당 보고서에 나타나려면 사용자 정의 태그만 활성화해야 합니다.,0,,
udemy,CLF-01,139,Which of the following Cloud Computing models does the 'gmail' service represent?,C,C,Function as a Service (FaaS),Platform as a Service (PaaS),Software as a Service (SaaS),Infrastructure as a Service (IaaS),,,다음 중 'gmail' 서비스가 나타내는 클라우드 컴퓨팅 모델은 무엇입니까?,FaaS(서비스로서의 기능),서비스형 플랫폼(PaaS),서비스형 소프트웨어(SaaS),서비스형 인프라(IaaS),,0,,
udemy,CLF-01,140,AWS Trusted Advisor analyzes your AWS environment and provides best practice recommendations for which of the following categories? (Select two),CE,CE,Documentation,Change Management,Service Limits,Elasticity,Cost Optimization,,AWS Trusted Advisor는 AWS 환경을 분석하고 다음 범주 중 모범 사례 권장 사항을 제공합니다. (2개 선택),선적 서류 비치,변경 관리,서비스 제한,탄력,비용 최적화,0,,
udemy,CLF-01,141,An IT company would like to move its IT resources (including any data and applications) from an AWS Region in the US to another AWS Region in Europe. Which of the following represents the correct solution for this use-case?,D,D,The company should use AWS CloudFormation to move the resources (including any data and applications) from source AWS Region to destination AWS Region,The company should use AWS Database Migration Service (AWS DMS) to move the resources (including any data and applications) from source AWS Region to destination AWS Region,The company should raise a ticket with AWS Support for this resource migration,The company should just start creating new resources in the destination AWS Region and then migrate the relevant data and applications into this new AWS Region,,,IT 회사가 미국의 AWS 리전에서 유럽의 다른 AWS 리전으로 IT 리소스(데이터 및 애플리케이션 포함)를 이동하려고 합니다. 다음 중 이 사용 사례에 대한 올바른 솔루션을 나타내는 것은 무엇입니까?,회사는 AWS CloudFormation을 사용하여 소스 AWS 리전에서 대상 AWS 리전으로 리소스(모든 데이터 및 애플리케이션 포함)를 이동해야 합니다.,회사는 AWS Database Migration Service(AWS DMS)를 사용하여 소스 AWS 리전에서 대상 AWS 리전으로 리소스(데이터 및 애플리케이션 포함)를 이동해야 합니다.,회사는 이 리소스 마이그레이션에 대해 AWS Support에 티켓을 제출해야 합니다.,회사는 대상 AWS 리전에서 새 리소스 생성을 시작한 다음 관련 데이터 및 애플리케이션을 이 새 AWS 리전으로 마이그레이션해야 합니다.,,0,,
udemy,CLF-01,142,Which of the following capabilities does Amazon Rekognition provide as a ready-to-use feature?,A,A,Identify objects in a photo,Convert images into greyscale,Resize images quickly,Human pose detection,,,다음 중 Amazon Rekognition이 바로 사용할 수 있는 기능으로 제공하는 기능은 무엇입니까?,사진에서 개체 식별,이미지를 그레이스케일로 변환,빠르게 이미지 크기 조정,인간 포즈 감지,,0,,
udemy,CLF-01,143,Which of the following are correct statements regarding the AWS Shared Responsibility Model? (Select two),AE,AE,AWS is responsible for Security 'of' the Cloud,Configuration Management is the responsibility of the customer,AWS is responsible for training AWS and customer employees on AWS products and services,"For a service like Amazon EC2, that falls under Infrastructure as a Service (IaaS), AWS is responsible for maintaining guest operating system","For abstracted services like Amazon S3, AWS operates the infrastructure layer, the operating system, and platforms",,다음 중 AWS 공동 책임 모델에 대한 올바른 설명은 무엇입니까? (2개 선택),AWS는 클라우드 '의' 보안을 담당합니다.,구성 관리는 고객의 책임입니다.,AWS는 AWS 제품 및 서비스에 대한 AWS 및 고객 직원 교육을 담당합니다.,IaaS(Infrastructure as a Service)에 속하는 Amazon EC2와 같은 서비스의 경우 게스트 운영 체제 유지 관리는 AWS가 담당합니다.,"Amazon S3와 같은 추상화된 서비스의 경우 AWS가 인프라 계층, 운영 체제 및 플랫폼을 운영합니다.",0,,
udemy,CLF-01,144,Which AWS services support High Availability by default? (Select two),AD,AD,Amazon Elastic File System (Amazon EFS),Amazon Elastic Block Store (Amazon EBS),Instance Store,Amazon DynamoDB,Amazon Redshift,,기본적으로 고가용성을 지원하는 AWS 서비스는 무엇입니까? (2개 선택),Amazon 탄력적 파일 시스템(Amazon EFS),Amazon Elastic Block Store(Amazon EBS),인스턴스 스토어,아마존 다이나모DB,아마존 레드시프트,0,,
udemy,CLF-01,145,Which AWS service can be used as an in-memory database with high-performance and low latency?,B,B,Amazon Athena,Amazon ElastiCache,Amazon DynamoDB,Amazon Relational Database Service (Amazon RDS),,,고성능 및 짧은 지연 시간으로 인 메모리 데이터베이스로 사용할 수 있는 AWS 서비스는 무엇입니까?,아마존 아테나,아마존 엘라스티캐시,아마존 다이나모DB,Amazon 관계형 데이터베이스 서비스(Amazon RDS),,0,,
udemy,CLF-01,146,"Compared to the on-demand instance prices, what is the highest possible discount offered for reserved instances (RI)?",C,C,40,90,72,50,,,온디맨드 인스턴스 가격과 비교할 때 예약 인스턴스(RI)에 제공되는 가장 높은 할인은 얼마입니까?,40,90,72,50,,0,,
udemy,CLF-01,147,An IT company is on a cost-optimization spree and wants to identify all Amazon Elastic Compute Cloud (Amazon EC2) instances that are under-utilized. Which AWS services can be used off-the-shelf to address this use-case without needing any manual configurations? (Select two),BC,BC,Amazon CloudWatch,AWS Trusted Advisor,AWS Cost Explorer,AWS Cost & Usage Report (AWS CUR),AWS Budgets,,한 IT 회사는 비용 최적화에 열중하고 있으며 활용도가 낮은 모든 Amazon Elastic Compute Cloud(Amazon EC2) 인스턴스를 식별하려고 합니다. 수동 구성 없이 이 사용 사례를 해결하기 위해 기성품으로 사용할 수 있는 AWS 서비스는 무엇입니까? (2개 선택),아마존 클라우드워치,AWS 신뢰할 수 있는 조언자,AWS 비용 탐색기,AWS 비용 및 사용 보고서(AWS CUR),AWS 예산,0,,
udemy,CLF-01,148,"An e-commerce company uses AWS Cloud and would like to receive separate invoices for development and production environments. As a Cloud Practioner, which of the following solutions would you recommend for this use-case?",A,A,Create separate AWS accounts for development and production environments to receive separate invoices,Use AWS Organizations to create separate invoices for development and production environments,Use AWS Cost Explorer to create separate invoices for development and production environments,Tag all resources in the AWS account as either development or production. Then use the tags to create separate invoices,,,전자 상거래 회사는 AWS 클라우드를 사용하며 개발 및 생산 환경에 대한 별도의 송장을 받고자 합니다. Cloud Practioner로서 이 사용 사례에 대해 다음 중 어떤 솔루션을 추천하시겠습니까?,별도의 인보이스를 받으려면 개발 및 프로덕션 환경에 대해 별도의 AWS 계정을 생성하십시오.,AWS Organizations를 사용하여 개발 및 프로덕션 환경에 대한 별도의 인보이스 생성,AWS Cost Explorer를 사용하여 개발 및 프로덕션 환경에 대한 별도의 인보이스 생성,AWS 계정의 모든 리소스에 또는 로 태그를 지정 development합니다 production. 그런 다음 태그를 사용하여 별도의 인보이스를 만듭니다.,,0,,
udemy,CLF-01,149,Which AWS service will you use if you have to move large volumes of on-premises data to AWS Cloud from a remote location with limited bandwidth?,B,B,AWS Direct Connect,AWS Snowball,AWS Virtual Private Network (VPN),AWS Transit Gateway,,,대역폭이 제한된 원격 위치에서 AWS 클라우드로 대량의 온프레미스 데이터를 이동해야 하는 경우 어떤 AWS 서비스를 사용하시겠습니까?,AWS 다이렉트 커넥트,AWS 스노우볼,AWS 가상 사설망(VPN),AWS 전송 게이트웨이,,0,,
udemy,CLF-01,150,Which of the following AWS entities provides the information required to launch an Amazon Elastic Compute Cloud (Amazon EC2) instance?,B,B,AWS Lambda,Amazon Machine Image (AMI),Amazon Elastic Block Store (Amazon EBS),Amazon Elastic File System (Amazon EFS),,,다음 중 Amazon Elastic Compute Cloud(Amazon EC2) 인스턴스를 시작하는 데 필요한 정보를 제공하는 AWS 엔터티는 무엇입니까?,AWS 람다,Amazon 머신 이미지(AMI),Amazon Elastic Block Store(Amazon EBS),Amazon 탄력적 파일 시스템(Amazon EFS),,0,,
udemy,CLF-01,151,Which pillar of the AWS Well-Architected Framework recommends maintaining infrastructure as code (IaC)?,C,C,Security,Performance Efficiency,Operational Excellence,Cost Optimization,,,AWS Well-Architected 프레임워크에서 코드형 인프라(IaC) 유지를 권장하는 요소는 무엇입니까?,보안,성능 효율성,운영 효율성,비용 최적화,,0,,
udemy,CLF-01,152,"A multi-national company has its business-critical data stored on a fleet of Amazon Elastic Compute Cloud (Amazon EC2) instances, in various countries, configured in region-specific compliance rules. To demonstrate compliance, the company needs to submit historical configurations on a regular basis. Which AWS service is best suited for this requirement?",C,C,AWS CloudTrail,Amazon Macie,AWS Config,Amazon GuardDuty,,,다국적 기업은 지역별 규정 준수 규칙으로 구성된 다양한 국가의 Amazon Elastic Compute Cloud(Amazon EC2) 인스턴스에 비즈니스 크리티컬 데이터를 저장하고 있습니다. 규정 준수를 입증하기 위해 회사는 정기적으로 과거 구성을 제출해야 합니다. 이 요구 사항에 가장 적합한 AWS 서비스는 무엇입니까?,AWS CloudTrail,아마존 매트,AWS 구성,Amazon GuardDuty,,0,,
udemy,CLF-01,153,Which Amazon Simple Storage Service (Amazon S3) storage class offers the lowest availability?,C,C,Amazon S3 Standard,Amazon S3 Intelligent-Tiering,Amazon S3 One Zone-Infrequent Access (S3 One Zone-IA),Amazon S3 Glacier Flexible Retrieval,,,가용성이 가장 낮은 Amazon Simple Storage Service(Amazon S3) 스토리지 클래스는 무엇입니까?,아마존 S3 스탠다드,Amazon S3 지능형 계층화,Amazon S3 One Zone-Infrequent Access(S3 One Zone-IA),Amazon S3 Glacier 유연한 검색,,0,,
udemy,CLF-01,154,A customer is running a comparative study of pricing models of Amazon EFS and Amazon Elastic Block Store (Amazon EBS) that are used with the Amazon EC2 instances that host the application. Which of the following statements are correct regarding this use-case? (Select two),AB,AB,"Amazon Elastic Block Store (Amazon EBS) Snapshots are stored incrementally, which means you are billed only for the changed blocks stored",You will pay a fee each time you read from or write data stored on the Amazon Elastic File System (Amazon EFS) - Infrequent Access storage class,"With AWS Backup, you pay only for the amount of Amazon Elastic File System (Amazon EFS) backup storage you use in a month, you need not pay for restoring this data",Amazon Elastic Compute Cloud (Amazon EC2) data transfer charges will apply for all Amazon Elastic Block Store (Amazon EBS) direct APIs for Snapshots,Amazon Elastic Block Store (Amazon EBS) Snapshot storage pricing is based on the amount of space your data consumes in Amazon Elastic Block Store (Amazon EBS),,고객이 애플리케이션을 호스팅하는 Amazon EC2 인스턴스와 함께 사용되는 Amazon EFS 및 Amazon Elastic Block Store(Amazon EBS)의 요금 모델에 대한 비교 연구를 실행하고 있습니다. 이 사용 사례에 대한 다음 설명 중 올바른 것은 무엇입니까? (2개 선택),Amazon Elastic Block Store(Amazon EBS) 스냅샷은 점진적으로 저장되므로 저장된 변경된 블록에 대해서만 비용이 청구됩니다.,Amazon Elastic File System(Amazon EFS) - Infrequent Access 스토리지 클래스에 저장된 데이터를 읽거나 쓸 때마다 요금을 지불합니다.,AWS Backup을 사용하면 한 달 동안 사용한 Amazon Elastic File System(Amazon EFS) 백업 스토리지 양에 대해서만 비용을 지불하면 이 데이터 복원 비용을 지불할 필요가 없습니다.,Amazon Elastic Compute Cloud(Amazon EC2) 데이터 전송 요금은 모든 Amazon Elastic Block Store(Amazon EBS) 스냅샷용 다이렉트 API에 적용됩니다.,Amazon Elastic Block Store(Amazon EBS) 스냅샷 스토리지 요금은 Amazon Elastic Block Store(Amazon EBS)에서 데이터가 소비하는 공간의 양을 기준으로 합니다.,0,,
