exam_category,exam_type,quiz_id,en_quiz_title,most_vote,correct,en_A,en_B,en_C,en_D,en_E,en_F,en_G,en_H,en_I,ko_quiz_title,ko_A,ko_B,ko_C,ko_D,ko_E,subject,choice_count
examtopics,CLF-01,274,Which AWS service enables the decoupling and scaling of applications?,A,A,Amazon Simple Queue Service (Amazon SQS),AWS Outposts,Amazon S3,Amazon Simple Email Service (Amazon SES),,,,,,어떤 AWS 서비스가 응용 프로그램의 분리 및 스케일링을 가능하게합니까?,Amazon Simple Queue Service (Amazon SQS),AWS 전초 기지,아마존 SAA,Amazon Simple Email Service (Amazon SES),,0,4
examtopics,CLF-01,275,Which of the following describes some of the core functionality of Amazon S3?,B,A,Amazon S3 is a high-performance block storage service that is designed for use with Amazon EC2.,"Amazon S3 is an object storage service that provides high-level performance, security, scalability, and data availability.","Amazon S3 is a fully managed, highly reliable, and scalable file storage system that is accessible over the industry-standard SMB protocol.","Amazon S3 is a scalable, fully managed elastic NFS for use with AWS Cloud services and on-premises resources.",,,,,,다음 중 Amazon S3의 핵심 기능 중 일부를 설명하는 것은 무엇입니까?,Amazon S3는 Amazon EC2와 함께 사용하도록 설계된 고성능 블록 저장 서비스입니다.,"Amazon S3는 높은 수준의 성능, 보안, 확장 성 및 데이터 가용성을 제공하는 객체 저장 서비스입니다.",Amazon S3는 업계 표준 SMB 프로토콜을 통해 액세스 할 수있는 완전히 관리되고 신뢰할 수 있으며 확장 가능한 파일 저장 시스템입니다.,Amazon S3는 AWS 클라우드 서비스 및 온 프레미스 리소스와 함께 사용하기위한 확장 가능하고 완전 관리 된 탄성 NFS입니다.,,0,4
examtopics,CLF-01,276,How does consolidated billing help reduce costs for a company that has multiple AWS accounts?,A,A,It aggregates usage across accounts so that the company can reach volume discount thresholds sooner.,It offers an additional 5% discount on purchases of All Upfront Reserved Instances.,It provides a simplified billing invoice that the company can process more quickly than a standard invoice.,It gives AWS resellers the ability to bill their customers for usage.,,,,,,통합 청구서는 여러 AWS 계정이있는 회사의 비용을 줄이는 데 어떻게 도움이됩니까?,회사가 볼륨 할인 임계 값에 더 빨리 도달 할 수 있도록 계정 간의 사용을 집계합니다.,모든 선불 예약 사례의 구매에 대한 추가 5 % 할인을 제공합니다.,회사가 표준 송장보다 더 빨리 처리 할 수있는 단순화 된 청구 송장을 제공합니다.,AWS 리셀러는 고객에게 사용을 청구 할 수있는 기능을 제공합니다.,,0,4
examtopics,CLF-01,277,A company wants to secure its consumer web application by using SSL/TLS to encrypt traffic.Which AWS service can the company use to meet this goal?,AD,D,AWS WAF,AWS Shield,Amazon VPC,AWS Certificate Manager (ACM),,,,,,회사는 SSL/TLS를 사용하여 트래픽을 암호화하여 소비자 웹 애플리케이션을 보호하려고합니다. 회사 가이 목표를 달성하기 위해 어떤 AWS 서비스를 사용할 수 있습니까?,AWS WAF,AWS Shield,Amazon VPC,AWS Certificate Manager (ACM),,0,4
examtopics,CLF-01,278,Which of the following are advantages of moving to the AWS Cloud? (Choose two.),CD,CD,Users can implement all AWS services in seconds.,AWS assumes all responsibility for the security of infrastructure and applications.,Users experience increased speed and agility.,Users benefit from massive economies of scale.,Users can move hardware from their data center to the AWS Cloud.,,,,,다음 중 AWS 클라우드로 이동하는 이점은 무엇입니까? (2 개 선택.),사용자는 몇 초 만에 모든 AWS 서비스를 구현할 수 있습니다.,AWS는 인프라 및 응용 프로그램의 보안에 대한 모든 책임을 가정합니다.,사용자는 속도와 민첩성 증가를 경험합니다.,사용자는 대규모 규모의 규모의 혜택을받습니다.,사용자는 데이터 센터에서 AWS 클라우드로 하드웨어를 이동할 수 있습니다.,0,5
examtopics,CLF-01,279,"A company stores configuration files in an Amazon S3 bucket. These configuration files must be accessed by applications that are running on Amazon EC2 instances.According to AWS security best practices, how should the company grant permissions to allow the applications for access the S3 bucket?",C,C,Use the AWS account root user access keys.,Use the AWS access key ID and the EC2 secret access key.,Use an IAM role with the necessary permissions.,Activate multi-factor authentication (MFA) and versioning on the S3 bucket.,,,,,,회사는 구성 파일을 Amazon S3 버킷에 저장합니다. 이러한 구성 파일은 Amazon EC2 인스턴스에서 실행중인 애플리케이션에서 액세스해야합니다. AWS 보안 모범 사례에 따라 회사가 S3 버킷에 액세스 할 수 있도록 권한을 어떻게 부여해야합니까?,AWS 계정 루트 사용자 액세스 키를 사용하십시오.,AWS 액세스 키 ID와 EC2 비밀 액세스 키를 사용하십시오.,필요한 권한과 함께 IAM 역할을 사용하십시오.,S3 버킷에서 MFA (Multi-Factor 인증) 및 버전화를 활성화하십시오.,,0,4
examtopics,CLF-01,280,A company needs an AWS service that will continuously monitor the company's AWS account for suspicious activity. The service must have the ability to initiate automated actions against threats that are identified in the security findings.Which service will meet these requirements?,D,D,AWS Trusted Advisor,Amazon Detective,Amazon Inspector,Amazon GuardDuty,,,,,,회사는 의심스러운 활동을 위해 회사의 AWS 계정을 지속적으로 모니터링하는 AWS 서비스가 필요합니다. 이 서비스는 보안 결과에서 식별되는 위협에 대해 자동화 된 조치를 시작할 수 있어야합니다. 어떤 서비스가 이러한 요구 사항을 충족합니까?,AWS Trusted Advisor,Amazon Detective,Amazon Inspector,Amazon GuardDuty,,0,4
examtopics,CLF-01,281,A company wants to analyze streaming user data and respond to customer queries in real time.Which AWS service can meet these requirements?,C,C,Amazon QuickSight,Amazon Redshift,Amazon Kinesis Data Analytics,AWS Data Pipeline,,,,,,회사는 스트리밍 사용자 데이터를 분석하고 실시간으로 고객 쿼리에 응답하려고합니다. 어떤 AWS 서비스가 이러한 요구 사항을 충족 할 수 있습니까?,Amazon QuickSight,Amazon Redshift,Amazon Kinesis Data Analytics,AWS Data Pipeline,,0,4
examtopics,CLF-01,282,Who can create and manage access keys for an AWS account root user?,A,A,The AWS account owner,An IAM user that has administrator permissions,IAM users within a designated group,An IAM user that has the required role,,,,,,AWS 계정 루트 사용자의 액세스 키를 누가 생성하고 관리 할 수 있습니까?,AWS 계정 소유자,관리자 권한이있는 IAM 사용자,지정된 그룹 내의 iAM 사용자,필요한 역할을하는 IAM 사용자,,0,4
examtopics,CLF-01,283,Which AWS service can help a company detect an outage of its website servers and redirect users to alternate servers?,C,C,Amazon CloudFront,Amazon GuardDuty,Amazon Route 53,AWS Trusted Advisor,,,,,,회사가 웹 사이트 서버 중단을 감지하고 사용자를 대체 서버로 리디렉션하는 데 도움이 될 수있는 AWS 서비스는 무엇입니까?,Amazon CloudFront,Amazon GuardDuty,Amazon Route 53,AWS Trusted Advisor,,0,4
examtopics,CLF-01,284,"A web application is hosted on AWS using an Elastic Load Balancer, multiple Amazon EC2 instances, and Amazon RDS.Which security measures fall under the responsibility of AWS? (Choose two.)",BC,BC,Running a virus scan on EC2 instances,Protecting against IP spoofing and packet sniffing,Installing the latest security patches on the RDS instance,Encrypting communication between the EC2 instances and the Elastic Load Balancer,Configuring a security group and a network access control list (NACL) for EC2 instances,,,,,"웹 애플리케이션은 탄성로드 밸런서, 다중 Amazon EC2 인스턴스 및 Amazon RDS를 사용하여 AWS에서 호스팅됩니다. (2 개 선택.)",EC2 인스턴스에서 바이러스 스캔을 실행합니다,IP 스푸핑 및 패킷 스니핑으로부터 보호합니다,RDS 인스턴스에 최신 보안 패치 설치,EC2 인스턴스와 탄성로드 밸런서 간의 암호화 통신,EC2 인스턴스의 보안 그룹 및 네트워크 액세스 제어 목록 (NACL) 구성,3,5
examtopics,CLF-01,285,Which of the following is an AWS Well-Architected Framework design principle for operational excellence in the AWS Cloud?,B,B,Go global in minutes.,"Make frequent, small, reversible changes.",Implement a strong foundation of identity and access management.,Stop spending money on hardware infrastructure for data center operations.,,,,,,다음 중 AWS 클라우드의 운영 우수성을위한 AWS가 잘 아픈 프레임 워크 설계 원칙은 무엇입니까?,몇 분 안에 글로벌로 가십시오.,"자주, 작고 가역적 인 변화를 만듭니다.",정체성 및 액세스 관리의 강력한 토대를 구현하십시오.,데이터 센터 운영을위한 하드웨어 인프라에 돈을 쓰지 마십시오.,,0,4
examtopics,CLF-01,286,Which AWS service provides intelligent recommendations to improve code quality and identify an application's most expensive lines of code?,A,A,Amazon CodeGuru,AWS CodeStar,AWS CodeCommit,AWS CodeDeploy,,,,,,코드 품질을 향상시키고 응용 프로그램의 가장 비싼 코드 라인을 식별하기 위해 지능적인 권장 사항을 제공하는 AWS 서비스는 무엇입니까?,아마존 코드,AWS CodeStar,AWS CodeCommit,AWS CodeDeploy,,0,4
examtopics,CLF-01,287,A company wants to expand from one AWS Region into a second AWS Region.What does the company need to do to expand into the second Region?,C,C,Contact an AWS account manager to sign a new contract.,Move an Availability Zone to the second Region.,Begin to deploy resources in the second Region.,Download the AWS Management Console for the second Region.,,,,,,회사는 One AWS 지역에서 Second AWS 지역으로 확장하려고합니다. 두 번째 지역으로 확장하려면 회사가 무엇을해야합니까?,새 계약에 서명하려면 AWS 계정 관리자에게 문의하십시오.,가용성 구역을 두 번째 영역으로 이동하십시오.,두 번째 지역에 리소스를 배치하기 시작합니다.,두 번째 지역의 AWS 관리 콘솔을 다운로드하십시오.,,0,4
examtopics,CLF-01,288,Which AWS service provides storage that can be mounted across multiple Amazon EC2 instances?,B,B,Amazon WorkSpaces,Amazon Elastic File System (Amazon EFS),AWS Database Migration Service (AWS DMS),AWS Snowball Edge,,,,,,여러 Amazon EC2 인스턴스에서 장착 할 수있는 스토리지를 제공하는 AWS 서비스는 무엇입니까?,아마존 작업 공간,Amazon Elastic File System (Amazon EFS),AWS Database Migration Service (AWS DMS),AWS Snowball Edge,,0,4
examtopics,CLF-01,289,A company needs to deploy applications in the AWS Cloud as quickly as possible. The company also needs to minimize the complexity that is related to the management of AWS resources.Which AWS service should the company use to meet these requirements?,B,B,AWS Config,AWS Elastic Beanstalk,Amazon EC2,Amazon Personalize,,,,,,회사는 가능한 빨리 AWS 클라우드에 응용 프로그램을 배포해야합니다. 회사는 또한 AWS 리소스 관리와 관련된 복잡성을 최소화해야합니다. 회사는 이러한 요구 사항을 충족시키기 위해 어떤 AWS 서비스를 사용해야합니까?,AWS Config,AWS Elastic Beanstalk,아마존 EC2,아마존 개인화,,0,4
examtopics,CLF-01,290,A company has a set of databases that are stored on premises. The company wants to bring its existing Microsoft SQL Server licenses when the company moves the databases to run on Amazon EC2 instances.Which EC2 instance purchasing option should the company use to meet these requirements?,C,A,Dedicated Instances,Reserved Instances,Dedicated Hosts,Spot Instances,,,,,,회사에는 구내에 저장된 데이터베이스 세트가 있습니다. 회사는 회사가 Amazon EC2 인스턴스에서 실행되도록 데이터베이스를 이동할 때 기존 Microsoft SQL Server 라이센스를 가져 오려고합니다. 회사가 이러한 요구 사항을 충족하기 위해 어떤 EC2 인스턴스 구매 옵션을 사용해야합니까?,전용 인스턴스,예약 된 인스턴스,전용 호스트,스팟 인스턴스,,0,4
