exam_category,exam_type,quiz_id,quiz_title,most_vote,correct,A,B,C,D,E,F,G,H,I
examtopics,CLF-01,309,회사가 NOSQL 데이터베이스를 만들기 위해 어떤 AWS 서비스를 사용해야합니까?,B,B,아마존 오로라,아마존 다이나 모드,아마존 레드 시프트,아마존 해왕성,난,난,난,난,난
examtopics,CLF-01,310,회사는 AWS 클라우드로 이주하고 있습니다.회사는 마이그레이션 중 신청에 대한 상담 검토 및 지침이 필요합니다.마이그레이션이 완료된 후 회사는 비즈니스 크리티컬 시스템이 다운되면 30 분 이내에 응답이 필요합니다. AWS 지원 계획은 이러한 요구 사항을 충족합니까?(2 개 선택.),AB,AB,AWS 엔터프라이즈 지원,AWS 엔터프라이즈 온 램프 지원,AWS 개발자 지원,AWS 기본 지원,AWS 비즈니스 지원,난,난,난,난
examtopics,CLF-01,311,회사는 AWS 지원 API를 통해 프로그래밍 방식의 사례 관리를 제공하는 AWS 지원 계획이 필요합니다. 지원 계획은이 요구 사항을 가장 비용 효율적으로 충족시킬 것입니까?,A,A,AWS 비즈니스 지원,AWS 기본 지원,AWS 개발자 지원,AWS 엔터프라이즈 지원,난,난,난,난,난
examtopics,CLF-01,312,AWS Cloud에서 운영되는 회사는 시뮬레이션 된 이벤트에 대한 워크로드 및 팀 응답을 테스트하려고합니다.회사는 해결해야 할 잠재적 인 문제를 식별하기 위해 운동을 수행 할 것입니다. AWS가 잘 구축 된 프레임 워크의 어떤 설계 원칙 이이 운동을 나타내는가?,A,A,실패를 예상합니다.,실패에서 자동으로 복구됩니다.,전반적인 비용 효율성을 측정하십시오.,느슨하게 결합 된 종속성을 구현하십시오.,난,난,난,난,난
examtopics,CLF-01,313,기본 기본 기본으로 적 가용성 영역 영역에서 고 고 가용성을 제공하는하는 aws 서비스는 무엇입니까입니까?,ACE,CE,EC2,Amazon Elastic Block Store (Amazon EBS),아마존 아마존 파일 탄성 (Amazon EFS),아마존 아마존 시프트,S3,난,난,난,난
examtopics,CLF-01,314,회사는 쿼리를 수행하고 로그 데이터를 대화식으로 검색하고 분석해야합니다. 어떤 AWS 서비스 또는 기능 이이 요구 사항을 충족합니까?,C,C,Amazon Eventbridge (Amazon Cloudwatch 이벤트),아마존 클라우드 워치 이상 탐지,Amazon Cloudwatch는 통찰력을 기록합니다,Amazon CloudWatch Logs 스트림,,,,,
examtopics,CLF-01,315,회사에는 온-프레미스 Oracle 데이터베이스가 있습니다.회사는 데이터베이스 관리 활동에 상당한 시간을 소비합니다.회사는 데이터베이스를 AWS로 옮기고 있으며 회사 가이 요구 사항을 충족시키기 위해 사용해야하는 관리 활동에 필요한 시간을 최소화해야합니까?,C,D,아마존 elasticache,아마존 EC2,아마존 RDS,아마존 다이나 모드,,,,,
examtopics,CLF-01,316,회사는 VPC에서 Amazon EC2 인스턴스를 실행하고 있습니다. 다음 중 회사가 EC2 인스턴스에 대한 들어오는 네트워크 요청을 노선 및 필터링하는 데 사용할 수 있습니까?,B,B,경로 테이블 및 웹 응용 프로그램 방화벽,보안 그룹 및 경로 테이블,보안 그룹 및 네트워크 침입 시스템,노선 테이블 및 AWS 방패,,,,,
examtopics,CLF-01,317,"회사는 사용자 정의 마케팅 응용 프로그램 및 주문 처리 응용 프로그램을 AWS로 마이그레이션 할 계획입니다.회사는 CPU, 메모리, 스토리지 및 네트워킹 용량의 다양한 구성으로 다양한 유형의 인스턴스에 응용 프로그램을 배포해야합니다. 회사가 이러한 요구 사항을 충족시키는 데 사용해야합니까?",D,D,AWS Lambda,아마존 코냑,아마존 아테나,아마존 EC2,,,,,
examtopics,CLF-01,318,회사는 건강 점검을 기반으로 한 장애 조치 라우팅 정책으로 응용 프로그램에 대한 도메인 이름 시스템 (DNS) 레코드를 설정하려고합니다.,C,C,아마존 연결,응용 프로그램로드 밸런서,아마존 루트 53,aws waf,,,,,
examtopics,CLF-01,319,다음 중 AWS Identity and Access Management (IAM) 사용을위한 AWS 모범 사례 권장 사항은 무엇입니까?(2 개 선택.),CE,BE,AWS 계정 Root 사용자 Tor Daily Access를 사용하십시오.,Amazon EC2에서 액세스 키 및 비밀 액세스 키를 사용하십시오.,정기적으로 자격 증명을 회전시킵니다.,시스템 관리자를위한 공유 액세스 키 세트를 만듭니다.,MFA (Multi-Factor Authentication)를 구성하십시오.,,,,
examtopics,CLF-01,320,"회사는 버전 제어 시스템에 코드를 저장해야합니다.또한 회사는 일련의 자동 단계 (빌드, 테스트, 패키지 및 배포)를 통해 업데이트 된 코드를 지속적으로 배포해야합니다. AWS 서비스의 조합은 이러한 요구 사항을 충족합니까?(2 개 선택.)",BE,BE,AWS CloudFormation,AWS CodeCommit,AWS 컨트롤 타워,AWS 탄성 콩나무,AWS CodePipeline,,,,
examtopics,CLF-01,321,전자 상거래 회사는 Amazon EC2 인스턴스에 새로운 웹 응용 프로그램을 배치했습니다.회사는 모든 실행중인 인스턴스에 걸쳐 들어오는 HTTP 트래픽을 고르게 배포하려고합니다. 어떤 AWS 서비스 또는 자원 이이 요구 사항을 충족합니까?,B,B,Amazon EC2 자동 스케일링,응용 프로그램로드 밸런서,게이트웨이로드 밸런서,네트워크로드 밸런서,,,,,
examtopics,CLF-01,322,다음 중 구내에서 AWS 클라우드로 이동하는 이점은 무엇입니까?(2 개 선택.),BC,CB,자본 비용에 대한 변동 비용 거래.,데이터 센터 운영 및 유지 관리와 관련된 비용을 제거하십시오.,대규모 규모의 경제로부터 혜택을받습니다.,IT 직원을 트램 할 필요가 없습니다.,7 년 이상 용량을 예약 할 수있는 능력.,,,,
examtopics,CLF-01,323,회사는 Amazon RDS 데이터베이스를 사용하여 입력/출력 (I/O) 집약적 인 보고서를 실행하고 있습니다. 데이터베이스 성능을 향상시키는 데 AWS 서비스가 사용될 수 있습니까?,C,C,Amazon Dynamodb Accelerator (DAX),아마존 EMR,아마존 elasticache,아마존 레드 시프트,,,,,
examtopics,CLF-01,324,기본적으로 데이터 백업을 제공하는 AWS 서비스는 무엇입니까?,B,B,아마존 S3,아마존 오로라,Memcached를위한 Amazon Elasticache,아마존 탄성 파일 시스템 (Amazon EFS),,,,,
examtopics,CLF-01,325,완전히 호스팅 된 버전 제어 서비스는 어떤 AWS 서비스입니까?,A,A,AWS CodeCommit,AWS CodeBuild,AWS CodeDeploy,AWS Codestar,,,,,
examtopics,CLF-01,326,AWS 공유 책임 모델에 따르면 회사는 Amazon Rds를 사용하고 있습니다.,A,A,데이터베이스에 암호화 옵션을 적용하십시오.,Amazon RDS가 실행되는 기본 서버 하드웨어를 관리하십시오.,기본 운영 체제에 패치를 적용하십시오.,데이터베이스에 작은 패치를 적용하십시오.,,,,,
examtopics,CLF-01,327,회사는 최근에 최초의 AWS 계정을 만들었습니다. 어떤 AWS 서비스가 VPC를 사용해야합니까?(2 개 선택.),EB,EB,아마존 S3,아마존 탄성 파일 시스템 (Amazon EFS),아마존 코냑,아마존 다이나 모드,아마존 EC2,,,,
examtopics,CLF-01,328,사용자는 비즈니스 수준의 AWS 지원 계획이있는 AWS 계정을 가지고 있으며 생산 서비스 중단을 처리하는 데 도움이 필요합니다. 사용자는 어떤 조치를 취해야합니까?,D,D,전용 AWS 기술 계정 관리자 (TAM)에 문의하십시오.,전용 AWS 컨시어지 지원 팀에 문의하십시오.,비즈니스 크리티컬 시스템 다운 지원 사례를 엽니 다.,생산 시스템 다운 지원 사례를 열십시오.,,,,,
examtopics,CLF-01,329,AWS 공유 책임 모델에 따르면 회사는 Amazon EC2 인스턴스를 사용하고 있습니다.(2 개 선택.),BC,BC,네트워크 인프라를 유지하십시오.,게스트 운영 체제를 패치하십시오.,배포 된 EC2 인스턴스에서 보안 그룹을 구성하십시오.,EC2 인스턴스의 기본 하드웨어에 물리적 보안을 제공하십시오.,기본 하이퍼 바이저를 관리하십시오.,,,,
examtopics,CLF-01,330,다음 중 Amazon Cloudfront는 전 세계 사용자에게 콘텐츠를 배포하는 데 사용하는 것은 무엇입니까?,C,C,아마존 VPC,AWS 지역 구역,가장자리 위치,가용 영역,,,,,
examtopics,CLF-01,331,AWS가 잘 구축 된 프레임 워크의 어떤 기둥에는 프로세스 및 절차의 지속적인 개선이 우선 순위로 포함되어 있습니까?,D,D,비용 최적화,신뢰할 수 있음,성능 효율성,운영 효율성,,,,,
examtopics,CLF-01,332,다음 중 동일한 지역 네트워크를 통해 상호 연결된 동일한 지역의 하나 이상의 고립 된 데이터 센터로 구성된 것은 무엇입니까?,A,A,가용성 구역,가장자리 위치,AWS 지역,개인 네트워킹,,,,,
examtopics,CLF-01,333,온-프레미스 애플리케이션이 AWS 클라우드 기반 스토리지에 연결하는 데 도움이되는 AWS 서비스 또는 리소스는 어떤 AWS 클라우드 기반 스토리지에 연결하고 낮은 장기 액세스를 위해 로컬로 데이터를 캐시합니까?,B,B,AWS Direct Connect,AWS 스토리지 게이트웨이,아마존 S3,AWS 눈덩이 가장자리,,,,,
examtopics,CLF-01,334,어떤 AWS 서비스 또는 기능이 사용자가 하나의 청구서를 받고 여러 AWS 계정에 대한 요금을 쉽게 추적 할 수 있습니까?,A,A,AWS 조직,비용 탐색기,AWS 신뢰할 수있는 고문,AWS 관리 콘솔,,,,,
examtopics,CLF-01,335,회사에는 정적 콘텐츠가있는 글로벌 웹 사이트가 있습니다. 어떤 AWS 서비스가 낮은 대기 시간으로 정적 컨텐츠를 제공합니까?,B,B,AWS Lambda,아마존 클라우드 프론트,Amazon EC2 자동 스케일링,AWS Compute Optimizer,,,,,
examtopics,CLF-01,336,AWS 이벤트가 회사의 AWS 리소스에 영향을 줄 수있는 AWS 서비스는 어떤 AWS 서비스를 제공합니까?,A,A,AWS 개인 건강 대시 보드,AWS 서비스 건강 대시 보드,AWS 신뢰할 수있는 고문,AWS 인프라 이벤트 관리,,,,,
examtopics,CLF-01,337,회사는 Windows 서버에서 온 프레미스 MySQL 데이터베이스를 관리합니다.회사는 데이터베이스를 AWS로 마이그레이션하고 데이터베이스의 관리 오버 헤드를 줄이는 솔루션이 필요합니다. 어떤 AWS 서비스 가이 요구 사항을 충족합니까?,C,C,아마존 레드 시프트,아마존 elasticache,아마존 RDS,아마존 탄성 파일 시스템 (Amazon EFS),,,,,
examtopics,CLF-01,338,주문형 클라우드 기반 컨택 센터를 제공하기 위해 어떤 AWS 서비스를 사용할 수 있습니까?,B,A,AWS Direct Connect,아마존 연결,AWS 지원 센터,AWS 관리 서비스,,,,,
examtopics,CLF-01,339,"클라우드 컴퓨팅의 이점은 회사에 AWS 지역, 가용성 영역 및 에지 위치 네트워크를 통해 전 세계 사용자에게 애플리케이션을 배포 할 수있는 기능을 제공합니까?",B,D,규모의 경제,글로벌 도달 범위,민첩,고 가용성,,,,,
examtopics,CLF-01,340,MySQL 및 PostgreSQL과 호환되는 관계형 데이터베이스는 어떤 AWS 서비스입니까?,C,C,아마존 레드 시프트,아마존 다이나 모드,아마존 오로라,아마존 해왕성,,,,,
examtopics,CLF-01,341,회사는 간단한 가입 페이지가있는 데이터베이스를 사용하여 사용자를 생성하고 사용자를 인증하여 데이터베이스에 액세스 할 수 있도록 기본 로그인 양식을 사용합니다.회사는 사용자가 개인 정보를 저장할 수있는 기능을 제공하려고하지만 사용자 액세스는보다 안전하고 안정적인 방식으로 제어해야합니다. 어떤 AWS 서비스 또는 기능이 이러한 요구 사항을 충족합니까?,D,D,보안 그룹,Amazon Guardduty,AWS 비밀 관리자,아마존 코냑,,,,,
examtopics,CLF-01,342,회사는 AWS 클라우드에서 여러 워크로드를 실행하고 있으며 최근에는 비용을 절감하는 방법을 조사하기 시작했습니다.회사는 이미 Amazon EC2에서 정전시기에 정기적 인 체크 포인트를 수행하는 결함 내전형 워크로드를 이미 실행하고 있습니다. AWS 서비스 또는 가격 모델은 가장 큰 비용 절감을 제공 할 수 있습니까?,C,A,용량 예약,Amazon Lightsail,스팟 인스턴스,전용 호스트,,,,,
examtopics,CLF-01,343,회사는 보안 감사를 받고 있습니다.감사에는 회사가 사용하는 AWS 인프라 및 서비스의 보안 유효성 검사 및 규정 준수 검증이 포함됩니다.감사인은 준수 관련 정보를 찾아야하며 AWS 보안 및 규정 준수 문서를 다운로드해야합니다.이 문서에는 시스템 및 조직 관리 (SOC) 보고서가 포함되어 있습니다. AWS 서비스 또는 그룹은 이러한 문서를 제공 할 수 있습니까?,B,B,AWS 학대 팀,AWS 인공물,AWS 지원,AWS 구성,,,,,
examtopics,CLF-01,344,다음 중 AWS가 잘 아키텍트 된 프레임 워크의 신뢰성 기둥의 설계 원리는 무엇입니까?(2 개 선택.),BE,BE,코드로 작업을 수행합니다.,추측 능력을 중지하십시오.,가능할 때마다 서버리스 아키텍처를 채택하십시오.,빌드 및 배포 관리 시스템을 사용하십시오.,자동화를 사용하여 인프라를 변경하십시오.,,,,
examtopics,CLF-01,345,회사는 일주일에 한 번 데이터 처리를 수행 해야하는 데이터 처리를 수행해야합니다. 일반적으로 완료하는 데 약 5 시간이 걸립니다. 회사 가이 워크로드에 사용해야합니까?,B,A,AWS Lambda,아마존 EC2,AWS CodeDeploy,AWS 파장,,,,,
examtopics,CLF-01,346,회사는 새로운 웹 응용 프로그램을 개발하고 있습니다.회사는 사용자에게 소셜 신원 제공 업체를 통해 응용 프로그램에 로그인 할 수있는 기능을 제공해야합니다. 어떤 AWS 서비스가 이러한 요구 사항을 충족합니까?,B,A,AWS 디렉토리 서비스,아마존 코냑,AWS Identity and Access Management (IAM),AWS 싱글 사인온,,,,,
examtopics,CLF-01,347,AWS 공유 책임 모델에 따르면 AWS 클라우드에서 보안에 대한 고객의 책임은 어떤 활동입니까?(2 개 선택.),BC,BC,하드웨어 유지 보수,Amazon EC2 운영 체제 패치,AWS 리소스에 대한 API 액세스 제어,인프라 장치의 구성 관리,가용성 영역의 유지 보수,,,,
examtopics,CLF-01,348,AWS 인 메모리 데이터 스토어 서비스는 어떤 서비스입니까?,D,D,아마존 오로라,아마존 RDS,아마존 다이나 모드,아마존 elasticache,,,,,
examtopics,CLF-01,349,AWS 공유 책임 모델에 따라 AWS의 책임은 어떤 의무입니까?,D,D,신원 및 액세스 관리,서버 측 암호화 (SSE),방화벽 구성,물리적 하드웨어 유지,,,,,
examtopics,CLF-01,350,주요 AWS 아키텍처 설계 원칙은 무엇입니까?(2 개 선택.),BD,BD,고정 리소스를위한 설계.,확장 가능한 아키텍처를 구축하십시오.,엄격하게 결합 된 구성 요소를 사용하십시오.,가능하면 관리 서비스를 사용하십시오.,인간의 상호 작용을위한 디자인.,,,,
